24.433333333333227,5s,0.0,0
s,0.0,0
s,0.1,0
s,0.1,0
s,0.1,0
s,0.1,0
s,0.1,0
s,0.1,0
s,0.2,0
s,0.2,0
s,0.2,0
s,0.2,0
s,0.2,0
s,0.2,0
s,0.2,0
s,0.3,0
s,0.3,0
s,0.3,0
s,0.3,0
s,0.3,0
s,0.4,0
s,0.4,0
s,0.4,0
s,0.4,0
s,0.4,0
s,0.4,0
s,0.4,0
s,0.5,0
s,0.5,0
s,0.5,0
s,0.5,0
s,0.5,0
s,0.6,0
s,0.6,0
s,0.6,0
s,0.6,0
s,0.6,0
s,0.6,0
s,0.7,0
s,0.7,0
s,0.7,0
s,0.7,0
s,0.7,0
s,0.7,0
s,0.8,0
s,0.8,0
s,0.8,0
s,0.8,0
s,0.8,0
s,0.8,0
s,0.9,0
s,0.9,0
s,0.9,0
s,0.9,0
s,0.9,0
s,0.9,0
s,1.0,0
s,1.0,0
s,1.0,0
s,1.0,0
s,1.0,0
s,1.0,0
s,1.1,0
s,1.1,0
s,1.1,0
s,1.1,0
s,1.1,0
s,1.1,0
s,1.2,0
s,1.2,0
s,1.2,0
s,1.2,0
s,1.2,0
s,1.2,0
s,1.3,0
s,1.3,0
s,1.3,0
s,1.3,0
s,1.3,0
s,1.3,0
s,1.4,0
s,1.4,0
s,1.4,0
s,1.4,0
s,1.4,0
s,1.4,0
s,1.4,0
s,1.5,0
s,1.5,0
s,1.5,0
s,1.5,0
s,1.5,0
s,1.5,0
s,1.6,0
s,1.6,0
s,1.6,0
s,1.6,0
s,1.6,0
s,1.6,0
s,1.7,0
s,1.7,0
s,1.7,0
s,1.7,0
s,1.7,0
s,1.7,0
s,1.8,0
s,1.8,0
s,1.8,0
s,1.8,0
s,1.8,0
s,1.8,0
s,1.9,0
s,1.9,0
s,1.9,0
s,1.9,0
s,1.9,0
s,1.9,0
s,2.0,0
s,2.0,0
s,2.0,0
s,2.0,0
s,2.0,0
s,2.0,0
s,2.1,0
s,2.1,0
s,2.1,0
s,2.1,0
s,2.1,0
s,2.1,0
s,2.2,0
s,2.2,0
s,2.2,0
s,2.2,0
s,2.2,0
s,2.2,0
s,2.3,0
s,2.3,0
s,2.3,0
s,2.3,0
s,2.3,0
s,2.3,0
s,2.4,0
s,2.4,0
s,2.4,0
s,2.4,0
s,2.4,0
s,2.4,0
s,2.5,0
s,2.5,0
s,2.5,0
s,2.5,0
s,2.5,0
s,2.5,0
s,2.6,0
s,2.6,0
s,2.6,0
s,2.6,0
s,2.6,0
s,2.6,0
s,2.7,0
s,2.7,0
s,2.7,0
s,2.7,0
s,2.7,0
s,2.7,0
s,2.8,0
s,2.8,0
s,2.8,0
s,2.8,0
s,2.8,0
s,2.8,0
s,2.9,0
s,2.9,0
s,2.9,0
s,2.9,0
s,2.9,0
s,2.9,0
s,3.0,0
s,3.0,0
s,3.0,0
s,3.0,0
s,3.0,0
s,3.0,0
s,3.1,0
s,3.1,0
s,3.1,0
s,3.1,0
s,3.1,0
s,3.1,0
s,3.2,0
s,3.2,0
s,3.2,0
s,3.2,0
s,3.2,0
s,3.2,0
s,3.3,0
s,3.3,0
s,3.3,0
s,3.3,0
s,3.3,0
s,3.3,0
s,3.4,0
s,3.4,0
s,3.4,0
s,3.4,0
s,3.4,0
s,3.4,0
s,3.5,0
s,3.5,0
s,3.5,0
s,3.5,0
s,3.5,0
s,3.5,0
s,3.6,0
s,3.6,0
s,3.6,0
s,3.6,0
s,3.6,0
s,3.6,0
s,3.7,0
s,3.7,0
s,3.7,0
s,3.7,0
s,3.7,0
s,3.7,0
s,3.8,0
s,3.8,0
s,3.8,0
s,3.8,0
s,3.8,0
s,3.8,0
s,3.9,0
s,3.9,0
s,3.9,0
s,3.9,0
s,3.9,0
s,3.9,0
s,4.0,0
s,4.0,0
s,4.0,0
s,4.0,0
s,4.0,0
s,4.0,0
s,4.1,0
s,4.1,0
s,4.1,0
s,4.1,0
s,4.1,0
s,4.1,0
s,4.2,0
s,4.2,0
s,4.2,0
s,4.2,0
s,4.2,0
s,4.2,0
s,4.3,0
s,4.3,0
s,4.3,0
s,4.3,0
s,4.3,0
s,4.3,0
s,4.4,0
s,4.4,0
s,4.4,0
s,4.4,0
s,4.4,0
s,4.4,0
s,4.5,0
s,4.5,0
s,4.5,0
s,4.5,0
s,4.5,0
s,4.5,0
s,4.6,0
s,4.6,0
s,4.6,0
s,4.6,0
s,4.6,0
s,4.6,0
s,4.7,0
s,4.7,0
s,4.7,0
s,4.7,0
s,4.7,0
s,4.7,0
s,4.8,0
s,4.8,0
s,4.8,0
s,4.8,0
s,4.8,0
s,4.8,0
s,4.9,0
s,4.9,0
s,4.9,0
s,4.9,0
s,4.9,0
s,4.9,0
s,5.0,0
s,5.0,0
s,5.0,0
s,5.0,0
s,5.0,0
s,5.0,0
s,5.1,0
s,5.1,0
s,5.1,0
s,5.1,0
s,5.1,0
s,5.1,0
s,5.2,0
s,5.2,0
s,5.2,0
s,5.2,0
s,5.2,0
s,5.2,0
s,5.3,0
s,5.3,0
s,5.3,0
s,5.3,0
s,5.3,0
s,5.3,0
s,5.4,0
s,5.4,0
s,5.4,0
s,5.4,0
s,5.4,0
s,5.4,0
s,5.5,0
s,5.5,0
s,5.5,0
s,5.5,0
s,5.5,0
s,5.5,0
s,5.6,0
s,5.6,0
s,5.6,0
s,5.6,0
s,5.6,0
s,5.6,0
s,5.7,0
s,5.7,0
s,5.7,0
s,5.7,0
s,5.7,0
s,5.7,0
s,5.8,0
s,5.8,0
s,5.8,0
s,5.8,0
s,5.8,0
s,5.8,0
s,5.9,0
s,5.9,0
s,5.9,0
s,5.9,0
s,5.9,0
s,5.9,0
s,6.0,0
s,6.0,0
s,6.0,0
s,6.0,0
s,6.0,0
s,6.0,0
s,6.1,0
s,6.1,0
s,6.1,0
s,6.1,0
s,6.1,0
s,6.1,0
s,6.2,0
s,6.2,0
s,6.2,0
s,6.2,0
s,6.2,0
s,6.2,0
s,6.3,0
s,6.3,0
s,6.3,0
s,6.3,0
s,6.3,0
s,6.3,0
s,6.4,0
s,6.4,0
s,6.4,0
s,6.4,0
s,6.4,0
s,6.4,0
s,6.5,0
s,6.5,0
s,6.5,0
s,6.5,0
s,6.5,0
s,6.5,0
s,6.6,0
s,6.6,0
s,6.6,0
s,6.6,0
s,6.6,0
s,6.6,0
s,6.7,0
s,6.7,0
s,6.7,0
s,6.7,0
s,6.7,0
s,6.7,0
s,6.8,0
s,6.8,0
s,6.8,0
s,6.8,0
s,6.8,0
s,6.8,0
s,6.9,0
s,6.9,0
s,6.9,0
s,6.9,0
s,6.9,0
s,6.9,0
s,7.0,0
s,7.0,0
s,7.0,0
s,7.0,0
s,7.0,0
s,7.0,0
s,7.1,0
s,7.1,0
s,7.1,0
s,7.1,0
s,7.1,0
s,7.1,0
s,7.2,0
s,7.2,0
s,7.2,0
s,7.2,0
s,7.2,0
s,7.2,0
s,7.3,0
s,7.3,0
s,7.3,0
s,7.3,0
s,7.3,0
s,7.3,0
s,7.4,0
s,7.4,0
s,7.4,0
s,7.4,0
s,7.4,0
s,7.4,0
s,7.5,0
s,7.5,0
s,7.5,0
s,7.5,0
s,7.5,0
